HOMOGENIZED MONTHLY VALUES

Stations
Stnr;Name;Operates from;Operates until;Altitude;Latitude;Longitude;Municipality;County;Region/Country
99840;SVALBARD LUFTHAVN;1964;NA;28;78.2453;15.5015;NA;SVALBARD;NORWAY

In the table above is the homogene timeserie name and period used. R means reconstructed station timeserie.

Elements
Code;Name;Unit
99840;11.1986;-9.2
99840;12.1986;-11.2
99840;01.1987;-11.9
99840;02.1987;-17.8
99840;03.1987;-14.0
99840;04.1987;-8.9
99840;05.1987;-3.5
99840;06.1987;2.1
99840;07.1987;4.7
99840;08.1987;4.0
99840;09.1987;-1.4
99840;10.1987;-6.5
99840;11.1987;-10.4
99840;12.1987;-18.1
99840;01.1988;-16.9
99840;02.1988;-14.6
99840;03.1988;-19.6
99840;04.1988;-18.1
99840;05.1988;-2.6
99840;06.1988;2.9
99840;07.1988;6.7
99840;08.1988;5.5
99840;09.1988;-1.5
99840;10.1988;-9.3
99840;11.1988;-16.9
99840;12.1988;-22.5
99840;01.1989;-18.4
99840;02.1989;-19.3
99840;03.1989;-14.8
99840;04.1989;-8.1
99840;05.1989;-1.5
99840;06.1989;2.4
99840;07.1989;5.3
99840;08.1989;4.7
99840;09.1989;1.3
99840;10.1989;-5.6
99840;11.1989;-9.4
99840;12.1989;-15.2
99840;01.1990;-6.2
99840;02.1990;-9.9
99840;03.1990;-15.3
99840;04.1990;-8.2
99840;05.1990;-4.1
99840;06.1990;2.7
99840;07.1990;6.4
99840;08.1990;5.5
99840;09.1990;5.2
99840;10.1990;-2.4
99840;11.1990;-11.9
99840;12.1990;-9.0
99840;01.1991;-12.3
99840;02.1991;-9.1
99840;03.1991;-8.6
99840;04.1991;-11.8
99840;05.1991;-4.0
99840;06.1991;2.5
99840;07.1991;5.5
99840;08.1991;6.2
99840;09.1991;0.7
99840;10.1991;-5.2
99840;11.1991;-11.6
99840;12.1991;-12.9
99840;01.1992;-12.7
99840;02.1992;-17.6
99840;03.1992;-11.4
99840;04.1992;-6.5
99840;05.1992;-2.7
99840;06.1992;3.1
99840;07.1992;5.9
99840;08.1992;4.6
99840;09.1992;3.0
99840;10.1992;-8.1
99840;11.1992;-6.8
99840;12.1992;-12.2
99840;01.1993;-17.0
99840;02.1993;-16.4
99840;03.1993;-16.3
99840;04.1993;-14.5
99840;05.1993;-3.7
99840;06.1993;2.3
99840;07.1993;7.8
99840;08.1993;6.5
99840;09.1993;-0.1
99840;10.1993;-8.7
99840;11.1993;-2.1
99840;12.1993;-11.3
99840;01.1994;-16.8
99840;02.1994;-16.2
99840;03.1994;-9.4
99840;04.1994;-6.5
99840;05.1994;-3.9
99840;06.1994;3.1
99840;07.1994;5.1
99840;08.1994;3.4
99840;09.1994;0.5
99840;10.1994;-8.6
99840;11.1994;-14.2
99840;12.1994;-8.0
99840;01.1995;-16.4
99840;02.1995;-13.9
99840;03.1995;-15.2
99840;04.1995;-6.7
99840;05.1995;-2.5
99840;06.1995;3.3
99840;07.1995;6.3
99840;08.1995;5.4
99840;09.1995;2.2
99840;10.1995;-6.3
99840;11.1995;-14.3
99840;12.1995;-14.4
99840;01.1996;-9.8
99840;02.1996;-17.2
99840;03.1996;-6.8
99840;04.1996;-9.4
99840;05.1996;-4.8
99840;06.1996;2.3
99840;07.1996;5.3
99840;08.1996;5.0
99840;09.1996;0.8
99840;10.1996;-3.9
99840;11.1996;-4.8
99840;12.1996;-16.0
99840;01.1997;-17.8
99840;02.1997;-15.8
99840;03.1997;-11.9
99840;04.1997;-13.7
99840;05.1997;-3.3
99840;06.1997;2.6
99840;07.1997;5.2
99840;08.1997;4.6
99840;09.1997;0.6
99840;10.1997;-4.9
99840;11.1997;-8.2
99840;12.1997;-9.9
99840;01.1998;-20.0
99840;02.1998;-20.1
99840;03.1998;-13.1
99840;04.1998;-12.5
99840;05.1998;-5.6
99840;06.1998;2.6
99840;07.1998;8.2
99840;08.1998;6.8
99840;09.1998;0.3
99840;10.1998;-3.8
99840;11.1998;-5.3
99840;12.1998;-11.7
99840;01.1999;-10.0
99840;02.1999;-12.7
99840;03.1999;-7.7
99840;04.1999;-10.6
99840;05.1999;-2.1
99840;06.1999;2.7
99840;07.1999;6.3
99840;08.1999;4.8
99840;09.1999;2.8
99840;10.1999;-6.2
99840;11.1999;-3.9
99840;12.1999;-10.1
99840;01.2000;-8.5
99840;02.2000;-11.1
99840;03.2000;-14.7
99840;04.2000;-12.7
99840;05.2000;-4.4
99840;06.2000;2.1
99840;07.2000;6.0
99840;08.2000;5.1
99840;09.2000;2.1
99840;10.2000;1.4
99840;11.2000;-3.7
99840;12.2000;-9.7
99840;01.2001;-8.3
99840;02.2001;-9.1
99840;03.2001;-16.4
99840;04.2001;-12.3
99840;05.2001;-3.0
99840;06.2001;3.3
99840;07.2001;6.4
99840;08.2001;6.5
99840;09.2001;3.3
99840;10.2001;-5.1
99840;11.2001;-11.1
99840;12.2001;-9.0
99840;01.2002;-12.6
99840;02.2002;-13.5
99840;03.2002;-18.1
99840;04.2002;-6.1
99840;05.2002;-3.4
99840;06.2002;3.7
99840;07.2002;7.0
99840;08.2002;7.5
99840;09.2002;0.1
99840;10.2002;-3.0
99840;11.2002;-5.6
99840;12.2002;-7.5
99840;01.2003;-18.6
99840;02.2003;-12.2
99840;03.2003;-17.2
99840;04.2003;-9.6
99840;05.2003;-2.6
99840;06.2003;2.8
99840;07.2003;6.9
99840;08.2003;6.4
99840;09.2003;0.6
99840;10.2003;-4.3
99840;11.2003;-6.7
99840;12.2003;-19.1
99840;01.2004;-17.0
99840;02.2004;-17.4
99840;03.2004;-7.8
99840;04.2004;-4.2
99840;05.2004;-1.7
99840;06.2004;3.1
99840;07.2004;7.7
99840;08.2004;5.8
99840;09.2004;1.5
99840;10.2004;-3.5
99840;11.2004;-11.7
99840;12.2004;-6.6
99840;01.2005;-7.5
99840;02.2005;-6.7
99840;03.2005;-17.0
99840;04.2005;-8.9
99840;05.2005;-1.1
99840;06.2005;4.6
99840;07.2005;7.3
99840;08.2005;6.8
99840;09.2005;-0.2
99840;10.2005;-5.2
99840;11.2005;-3.9
99840;12.2005;-3.8
99840;01.2006;-2.7
99840;02.2006;-9.8
99840;03.2006;-13.2
99840;04.2006;0.1
99840;05.2006;0.9
99840;06.2006;4.8
99840;07.2006;7.5
99840;08.2006;6.6
99840;09.2006;1.7
99840;10.2006;-5.5
99840;11.2006;-4.1
99840;12.2006;-6.3
99840;01.2007;-8.9
99840;02.2007;-9.0
99840;03.2007;-6.7
99840;04.2007;-9.4
99840;05.2007;-1.4
99840;06.2007;5.1
99840;07.2007;7.8
99840;08.2007;6.4
99840;09.2007;2.1
99840;10.2007;-2.5
99840;11.2007;-5.3
99840;12.2007;-8.6
99840;01.2008;-7.5
99840;02.2008;-8.9
99840;03.2008;-14.7
99840;04.2008;-10.5
99840;05.2008;-1.9
99840;06.2008;3.4
99840;07.2008;6.2
99840;08.2008;5.0
99840;09.2008;3.3
99840;10.2008;-5.7
99840;11.2008;-8.6
99840;12.2008;-8.0
99840;01.2009;-12.7
99840;02.2009;-11.3
99840;03.2009;-11.5
99840;04.2009;-15.9
99840;05.2009;-1.0
99840;06.2009;3.0
99840;07.2009;7.7
99840;08.2009;6.3
99840;09.2009;1.7
99840;10.2009;-3.6
99840;11.2009;-1.9
99840;12.2009;-5.5
99840;01.2010;-7.2
99840;02.2010;-10.3
99840;03.2010;-15.8
99840;04.2010;-7.7
99840;05.2010;0.0
99840;06.2010;3.5
99840;07.2010;6.6
99840;08.2010;4.8
99840;09.2010;2.0
99840;10.2010;-2.9
99840;11.2010;-11.0
99840;12.2010;-11.6
99840;01.2011;-15.2
99840;02.2011;-12.7
99840;03.2011;-12.7
99840;04.2011;-5.8
99840;05.2011;-1.6
99840;06.2011;4.8
99840;07.2011;6.9
99840;08.2011;6.9
99840;09.2011;4.4
99840;10.2011;-2.6
99840;11.2011;-6.0
99840;12.2011;-6.6
99840;01.2012;-3.4
99840;02.2012;-5.6
99840;03.2012;-5.3
99840;04.2012;-9.2
99840;05.2012;-2.4
99840;06.2012;3.9
99840;07.2012;6.6
99840;08.2012;5.7
99840;09.2012;3.0
99840;10.2012;-2.7
99840;11.2012;-6.4
99840;12.2012;-7.9
99840;01.2013;-8.3
99840;02.2013;-10.8
99840;03.2013;-14.3
99840;04.2013;-9.3
99840;05.2013;-1.5
99840;06.2013;4.4
99840;07.2013;7.4
99840;08.2013;7.2
99840;09.2013;3.7
99840;10.2013;-4.7
99840;11.2013;-8.0
99840;12.2013;-8.1
99840;01.2014;-4.1
99840;02.2014;-1.7
99840;03.2014;-8.6
99840;04.2014;-9.7
99840;05.2014;-2.0
99840;06.2014;3.8
99840;07.2014;7.2
99840;08.2014;6.4
99840;09.2014;1.6
99840;10.2014;-1.9
99840;11.2014;-6.4
99840;12.2014;-9.6
99840;01.2015;-7.3
99840;02.2015;-13.9
99840;03.2015;-6.8
99840;04.2015;-5.3
99840;05.2015;-2.2
99840;06.2015;4.6
99840;07.2015;8.1
99840;08.2015;7.3
99840;09.2015;2.8
99840;10.2015;-1.8
99840;11.2015;-3.4
99840;12.2015;-6.0
99840;01.2016;-3.8
99840;02.2016;-5.6
99840;03.2016;-6.9
99840;04.2016;-6.2
99840;05.2016;1.4
99840;06.2016;5.0
99840;07.2016;9.0
99840;08.2016;5.8
99840;09.2016;4.1
99840;10.2016;3.2
99840;11.2016;-0.7
99840;12.2016;-6.0
99840;01.2017;-10.3
99840;02.2017;-6.9
99840;03.2017;-11.6
99840;04.2017;-8.3
99840;05.2017;-3.9
99840;06.2017;4.6
99840;07.2017;6.9
99840;08.2017;6.1
99840;09.2017;4.9
99840;10.2017;0.5
99840;11.2017;-3.6
99840;12.2017;-4.9
99840;01.2018;-5.5
99840;02.2018;-5.4
99840;03.2018;-12.7
99840;04.2018;-8.4
99840;05.2018;1.8
99840;06.2018;4.0
99840;07.2018;7.2
99840;08.2018;6.8
99840;09.2018;1.7
99840;10.2018;-1.4
99840;11.2018;-3.8
99840;12.2018;-5.8
99840;01.2019;-10.3
99840;02.2019;-11.1
99840;03.2019;-12.6
99840;04.2019;-3.9
99840;05.2019;-2.3
99840;06.2019;4.8
99840;07.2019;8.4
99840;08.2019;6.2
99840;09.2019;2.6
99840;10.2019;-4.6
99840;11.2019;-7.2
99840;12.2019;-10.8
